"Win","Date","Team","Opponent","ScoreOff","ScoreDef","Home"
1,2017-08-31,"Cincinnati (OH)","Austin Peay St. (TN)",26,14,1
0,2017-09-09,"Cincinnati (OH)","Michigan",14,36,0
1,2017-09-16,"Cincinnati (OH)","Miami (OH)",21,17,0
0,2017-09-23,"Cincinnati (OH)","Navy (MD)",32,42,0
0,2017-09-30,"Cincinnati (OH)","Marshall (WV)",21,38,1
0,2017-10-07,"Cincinnati (OH)","Central Florida",23,51,1
0,2017-10-14,"Cincinnati (OH)","South Florida",3,33,0
0,2017-10-21,"Cincinnati (OH)","Southern Methodist (TX)",28,31,1
1,2017-11-04,"Cincinnati (OH)","Tulane (LA)",17,16,0
0,2017-11-10,"Cincinnati (OH)","Temple (PA)",24,35,1
0,2017-11-18,"Cincinnati (OH)","East Carolina (NC)",20,48,0
1,2017-11-25,"Cincinnati (OH)","Connecticut",22,21,1
1,2017-09-09,"Houston (TX)","Arizona",19,16,0
1,2017-09-16,"Houston (TX)","Rice (TX)",38,3,1
0,2017-09-23,"Houston (TX)","Texas Tech",24,27,1
1,2017-09-30,"Houston (TX)","Temple (PA)",20,13,0
1,2017-10-07,"Houston (TX)","Southern Methodist (TX)",35,22,1
0,2017-10-14,"Houston (TX)","Tulsa (OK)",17,45,0
0,2017-10-19,"Houston (TX)","Memphis (TN)",38,42,1
1,2017-10-28,"Houston (TX)","South Florida",28,24,0
1,2017-11-04,"Houston (TX)","East Carolina (NC)",52,27,1
0,2017-11-18,"Houston (TX)","Tulane (LA)",17,20,0
1,2017-11-24,"Houston (TX)","Navy (MD)",24,14,1
0,2017-12-24,"Houston (TX)","Fresno St. (CA)",27,33,1
1,2017-08-31,"Connecticut","Holy Cross (MA)",27,20,1
0,2017-09-16,"Connecticut","Virginia",18,38,0
0,2017-09-24,"Connecticut","East Carolina (NC)",38,41,1
0,2017-09-30,"Connecticut","Southern Methodist (TX)",28,49,0
0,2017-10-06,"Connecticut","Memphis (TN)",31,70,1
1,2017-10-14,"Connecticut","Temple (PA)",28,24,0
1,2017-10-21,"Connecticut","Tulsa (OK)",20,14,1
0,2017-10-28,"Connecticut","Missouri",12,52,1
0,2017-11-04,"Connecticut","South Florida",20,37,1
0,2017-11-11,"Connecticut","Central Florida",24,49,0
0,2017-11-18,"Connecticut","Boston College (MA)",16,39,1
0,2017-11-25,"Connecticut","Cincinnati (OH)",21,22,0
1,2017-09-01,"Navy (MD)","Florida Atlantic",42,19,0
1,2017-09-09,"Navy (MD)","Tulane (LA)",23,21,1
1,2017-09-23,"Navy (MD)","Cincinnati (OH)",42,32,1
1,2017-09-30,"Navy (MD)","Tulsa (OK)",31,21,0
1,2017-10-07,"Navy (MD)","Air Force (CO)",48,45,1
0,2017-10-14,"Navy (MD)","Memphis (TN)",27,30,0
0,2017-10-21,"Navy (MD)","Central Florida",21,31,1
0,2017-11-02,"Navy (MD)","Temple (PA)",26,34,0
1,2017-11-11,"Navy (MD)","Southern Methodist (TX)",43,40,1
0,2017-11-18,"Navy (MD)","Notre Dame (IN)",17,24,0
0,2017-11-24,"Navy (MD)","Houston (TX)",14,24,0
0,2017-12-09,"Navy (MD)","Army (NY)",13,14,1
1,2017-12-28,"Navy (MD)","Virginia",49,7,1
0,2017-09-02,"East Carolina (NC)","James Madison (VA)",14,34,1
0,2017-09-09,"East Carolina (NC)","West Virginia",20,56,0
0,2017-09-16,"East Carolina (NC)","Virginia Tech",17,64,1
1,2017-09-24,"East Carolina (NC)","Connecticut",41,38,0
0,2017-09-30,"East Carolina (NC)","South Florida",31,61,1
0,2017-10-07,"East Carolina (NC)","Temple (PA)",10,34,1
0,2017-10-14,"East Carolina (NC)","Central Florida",21,63,0
1,2017-10-21,"East Carolina (NC)","Brigham Young (UT)",33,17,1
0,2017-11-04,"East Carolina (NC)","Houston (TX)",27,52,0
0,2017-11-11,"East Carolina (NC)","Tulane (LA)",24,31,1
1,2017-11-18,"East Carolina (NC)","Cincinnati (OH)",48,20,1
0,2017-11-25,"East Carolina (NC)","Memphis (TN)",13,70,0
1,2017-09-02,"Southern Methodist (TX)","Stephen F. Austin (TX)",58,14,1
1,2017-09-09,"Southern Methodist (TX)","North Texas",54,32,1
0,2017-09-16,"Southern Methodist (TX)","Texas Christian",36,56,0
1,2017-09-23,"Southern Methodist (TX)","Arkansas St.",44,21,1
1,2017-09-30,"Southern Methodist (TX)","Connecticut",49,28,1
0,2017-10-07,"Southern Methodist (TX)","Houston (TX)",22,35,0
1,2017-10-21,"Southern Methodist (TX)","Cincinnati (OH)",31,28,0
1,2017-10-27,"Southern Methodist (TX)","Tulsa (OK)",38,34,1
0,2017-11-04,"Southern Methodist (TX)","Central Florida",24,31,1
0,2017-11-11,"Southern Methodist (TX)","Navy (MD)",40,43,0
0,2017-11-18,"Southern Methodist (TX)","Memphis (TN)",45,66,0
1,2017-11-25,"Southern Methodist (TX)","Tulane (LA)",41,38,1
0,2017-12-20,"Southern Methodist (TX)","Louisiana Tech",10,51,1
1,2017-08-31,"Memphis (TN)","Louisiana-Monroe",37,29,1
1,2017-09-16,"Memphis (TN)","UCLA",48,45,1
1,2017-09-23,"Memphis (TN)","Southern Illinois",44,31,1
0,2017-09-30,"Memphis (TN)","Central Florida",13,40,0
1,2017-10-06,"Memphis (TN)","Connecticut",70,31,0
1,2017-10-14,"Memphis (TN)","Navy (MD)",30,27,1
1,2017-10-19,"Memphis (TN)","Houston (TX)",42,38,0
1,2017-10-27,"Memphis (TN)","Tulane (LA)",56,26,1
1,2017-11-03,"Memphis (TN)","Tulsa (OK)",41,14,0
1,2017-11-18,"Memphis (TN)","Southern Methodist (TX)",66,45,1
1,2017-11-25,"Memphis (TN)","East Carolina (NC)",70,13,1
0,2017-12-02,"Memphis (TN)","Central Florida",55,62,0
0,2017-12-30,"Memphis (TN)","Iowa St.",20,21,1
0,2017-09-09,"Tulane (LA)","Navy (MD)",21,23,0
0,2017-09-16,"Tulane (LA)","Oklahoma",14,56,0
1,2017-09-23,"Tulane (LA)","Army (NY)",21,17,1
1,2017-10-07,"Tulane (LA)","Tulsa (OK)",62,28,1
0,2017-10-14,"Tulane (LA)","Florida International",10,23,0
0,2017-10-21,"Tulane (LA)","South Florida",28,34,1
0,2017-10-27,"Tulane (LA)","Memphis (TN)",26,56,0
0,2017-11-04,"Tulane (LA)","Cincinnati (OH)",16,17,1
1,2017-11-11,"Tulane (LA)","East Carolina (NC)",31,24,0
1,2017-11-18,"Tulane (LA)","Houston (TX)",20,17,1
0,2017-11-25,"Tulane (LA)","Southern Methodist (TX)",38,41,0
1,2017-08-26,"South Florida","San Jose St. (CA)",42,22,0
1,2017-09-02,"South Florida","SUNY-Stony Brook (NY)",31,17,1
1,2017-09-15,"South Florida","Illinois",47,23,1
1,2017-09-21,"South Florida","Temple (PA)",43,7,1
1,2017-09-30,"South Florida","East Carolina (NC)",61,31,0
1,2017-10-14,"South Florida","Cincinnati (OH)",33,3,1
1,2017-10-21,"South Florida","Tulane (LA)",34,28,0
0,2017-10-28,"South Florida","Houston (TX)",24,28,1
1,2017-11-04,"South Florida","Connecticut",37,20,0
1,2017-11-16,"South Florida","Tulsa (OK)",27,20,1
0,2017-11-24,"South Florida","Central Florida",42,49,0
1,2017-12-23,"South Florida","Texas Tech",38,34,1
0,2017-09-02,"Temple (PA)","Notre Dame (IN)",16,49,0
1,2017-09-09,"Temple (PA)","Villanova (PA)",16,13,1
1,2017-09-15,"Temple (PA)","Massachusetts",29,21,1
0,2017-09-21,"Temple (PA)","South Florida",7,43,0
0,2017-09-30,"Temple (PA)","Houston (TX)",13,20,1
1,2017-10-07,"Temple (PA)","East Carolina (NC)",34,10,0
0,2017-10-14,"Temple (PA)","Connecticut",24,28,1
0,2017-10-21,"Temple (PA)","Army (NY)",28,31,0
1,2017-11-02,"Temple (PA)","Navy (MD)",34,26,1
1,2017-11-10,"Temple (PA)","Cincinnati (OH)",35,24,0
0,2017-11-18,"Temple (PA)","Central Florida",19,45,1
1,2017-11-25,"Temple (PA)","Tulsa (OK)",43,22,0
1,2017-12-21,"Temple (PA)","Florida International",28,3,1
1,2017-08-31,"Central Florida","Florida International",61,17,1
1,2017-09-23,"Central Florida","Maryland",38,10,0
1,2017-09-30,"Central Florida","Memphis (TN)",40,13,1
1,2017-10-07,"Central Florida","Cincinnati (OH)",51,23,0
1,2017-10-14,"Central Florida","East Carolina (NC)",63,21,1
1,2017-10-21,"Central Florida","Navy (MD)",31,21,0
1,2017-10-28,"Central Florida","Austin Peay St. (TN)",73,33,1
1,2017-11-04,"Central Florida","Southern Methodist (TX)",31,24,0
1,2017-11-11,"Central Florida","Connecticut",49,24,1
1,2017-11-18,"Central Florida","Temple (PA)",45,19,0
1,2017-11-24,"Central Florida","South Florida",49,42,1
1,2017-12-02,"Central Florida","Memphis (TN)",62,55,1
1,2017-01-01,"Central Florida","Auburn (AL)",34,27,1
1,2017-09-01,"Boston College (MA)","Northern Illinois",23,20,0
0,2017-09-09,"Boston College (MA)","Wake Forest (NC)",10,34,1
0,2017-09-16,"Boston College (MA)","Notre Dame (IN)",20,49,1
0,2017-09-23,"Boston College (MA)","Clemson (SC)",7,34,0
1,2017-09-30,"Boston College (MA)","Central Michigan",28,8,1
0,2017-10-07,"Boston College (MA)","Virginia Tech",10,23,1
1,2017-10-14,"Boston College (MA)","Louisville (KY)",45,42,0
1,2017-10-21,"Boston College (MA)","Virginia",41,10,0
1,2017-10-27,"Boston College (MA)","Florida St.",35,3,1
0,2017-11-11,"Boston College (MA)","North Carolina St.",14,17,1
1,2017-11-18,"Boston College (MA)","Connecticut",39,16,1
1,2017-11-25,"Boston College (MA)","Syracuse (NY)",42,14,0
0,2017-12-27,"Boston College (MA)","Iowa",20,27,1
1,2017-09-02,"Clemson (SC)","Kent St. (OH)",56,3,1
1,2017-09-09,"Clemson (SC)","Auburn (AL)",14,6,1
1,2017-09-16,"Clemson (SC)","Louisville (KY)",47,21,0
1,2017-09-23,"Clemson (SC)","Boston College (MA)",34,7,1
1,2017-09-30,"Clemson (SC)","Virginia Tech",31,17,0
1,2017-10-07,"Clemson (SC)","Wake Forest (NC)",28,14,1
0,2017-10-13,"Clemson (SC)","Syracuse (NY)",24,27,0
1,2017-10-28,"Clemson (SC)","Georgia Tech",24,10,1
1,2017-11-04,"Clemson (SC)","North Carolina St.",38,31,0
1,2017-11-11,"Clemson (SC)","Florida St.",31,14,1
1,2017-11-18,"Clemson (SC)","Citadel (SC)",61,3,1
1,2017-11-25,"Clemson (SC)","South Carolina",34,10,0
1,2017-12-02,"Clemson (SC)","Miami (FL)",38,3,1
0,2017-01-01,"Clemson (SC)","Alabama",6,24,1
0,2017-08-31,"Tulsa (OK)","Oklahoma St.",24,59,0
0,2017-09-16,"Tulsa (OK)","Toledo (OH)",51,54,0
0,2017-09-23,"Tulsa (OK)","New Mexico",13,16,1
0,2017-09-30,"Tulsa (OK)","Navy (MD)",21,31,1
0,2017-10-07,"Tulsa (OK)","Tulane (LA)",28,62,0
1,2017-10-14,"Tulsa (OK)","Houston (TX)",45,17,1
0,2017-10-21,"Tulsa (OK)","Connecticut",14,20,0
0,2017-10-27,"Tulsa (OK)","Southern Methodist (TX)",34,38,0
0,2017-11-03,"Tulsa (OK)","Memphis (TN)",14,41,1
0,2017-11-16,"Tulsa (OK)","South Florida",20,27,0
0,2017-11-25,"Tulsa (OK)","Temple (PA)",22,43,1
1,2017-09-02,"Louisville (KY)","Purdue (IN)",35,28,1
1,2017-09-09,"Louisville (KY)","North Carolina",47,35,0
0,2017-09-16,"Louisville (KY)","Clemson (SC)",21,47,1
1,2017-09-23,"Louisville (KY)","Kent St. (OH)",42,3,1
1,2017-09-30,"Louisville (KY)","Murray St. (KY)",55,10,1
0,2017-10-05,"Louisville (KY)","North Carolina St.",25,39,0
0,2017-10-14,"Louisville (KY)","Boston College (MA)",42,45,1
1,2017-10-21,"Louisville (KY)","Florida St.",31,28,0
0,2017-10-28,"Louisville (KY)","Wake Forest (NC)",32,42,0
1,2017-11-11,"Louisville (KY)","Virginia",38,21,1
1,2017-11-18,"Louisville (KY)","Syracuse (NY)",56,10,1
1,2017-11-25,"Louisville (KY)","Kentucky",44,17,0
0,2017-12-30,"Louisville (KY)","Mississippi St.",27,31,1
1,2017-09-02,"Miami (FL)","Bethune-Cookman (FL)",41,13,1
1,2017-09-23,"Miami (FL)","Toledo (OH)",52,30,1
1,2017-09-29,"Miami (FL)","Duke (NC)",31,6,0
1,2017-10-07,"Miami (FL)","Florida St.",24,20,0
1,2017-10-14,"Miami (FL)","Georgia Tech",25,24,1
1,2017-10-21,"Miami (FL)","Syracuse (NY)",27,19,1
1,2017-10-28,"Miami (FL)","North Carolina",24,19,0
1,2017-11-04,"Miami (FL)","Virginia Tech",28,10,1
1,2017-11-11,"Miami (FL)","Notre Dame (IN)",41,8,1
1,2017-11-18,"Miami (FL)","Virginia",44,28,1
0,2017-11-24,"Miami (FL)","Pittsburgh (PA)",14,24,0
0,2017-12-02,"Miami (FL)","Clemson (SC)",3,38,1
0,2017-12-30,"Miami (FL)","Wisconsin",24,34,1
1,2017-09-02,"Duke (NC)","North Carolina Central",60,7,1
1,2017-09-09,"Duke (NC)","Northwestern (IL)",41,17,1
1,2017-09-16,"Duke (NC)","Baylor (TX)",34,20,1
1,2017-09-23,"Duke (NC)","North Carolina",27,17,0
0,2017-09-29,"Duke (NC)","Miami (FL)",6,31,1
0,2017-10-07,"Duke (NC)","Virginia",21,28,0
0,2017-10-14,"Duke (NC)","Florida St.",10,17,1
0,2017-10-21,"Duke (NC)","Pittsburgh (PA)",17,24,1
0,2017-10-28,"Duke (NC)","Virginia Tech",3,24,0
0,2017-11-11,"Duke (NC)","Army (NY)",16,21,0
1,2017-11-18,"Duke (NC)","Georgia Tech",43,20,1
1,2017-11-25,"Duke (NC)","Wake Forest (NC)",31,23,0
1,2017-12-26,"Duke (NC)","Northern Illinois",36,14,1
0,2017-09-02,"Florida St.","Alabama",7,24,1
0,2017-09-23,"Florida St.","North Carolina St.",21,27,1
1,2017-09-30,"Florida St.","Wake Forest (NC)",26,19,0
0,2017-10-07,"Florida St.","Miami (FL)",20,24,1
1,2017-10-14,"Florida St.","Duke (NC)",17,10,0
0,2017-10-21,"Florida St.","Louisville (KY)",28,31,1
0,2017-10-27,"Florida St.","Boston College (MA)",3,35,0
1,2017-11-04,"Florida St.","Syracuse (NY)",27,24,1
0,2017-11-11,"Florida St.","Clemson (SC)",14,31,0
1,2017-11-18,"Florida St.","Delaware St.",77,6,1
1,2017-11-25,"Florida St.","Florida",38,22,0
1,2017-12-02,"Florida St.","Louisiana-Monroe",42,10,1
1,2017-12-27,"Florida St.","Southern Mississippi",42,13,1
0,2017-09-02,"North Carolina St.","South Carolina",28,35,1
1,2017-09-09,"North Carolina St.","Marshall (WV)",37,20,1
1,2017-09-16,"North Carolina St.","Furman (SC)",49,16,1
1,2017-09-23,"North Carolina St.","Florida St.",27,21,0
1,2017-09-30,"North Carolina St.","Syracuse (NY)",33,25,1
1,2017-10-05,"North Carolina St.","Louisville (KY)",39,25,1
1,2017-10-14,"North Carolina St.","Pittsburgh (PA)",35,17,0
0,2017-10-28,"North Carolina St.","Notre Dame (IN)",14,35,0
0,2017-11-04,"North Carolina St.","Clemson (SC)",31,38,1
1,2017-11-11,"North Carolina St.","Boston College (MA)",17,14,0
0,2017-11-18,"North Carolina St.","Wake Forest (NC)",24,30,0
1,2017-11-25,"North Carolina St.","North Carolina",33,21,1
1,2017-12-29,"North Carolina St.","Arizona St.",52,31,1
1,2017-09-02,"Pittsburgh (PA)","Youngstown St. (OH)",28,21,1
0,2017-09-09,"Pittsburgh (PA)","Penn St.",14,33,0
0,2017-09-16,"Pittsburgh (PA)","Oklahoma St.",21,59,1
0,2017-09-23,"Pittsburgh (PA)","Georgia Tech",17,35,0
1,2017-09-30,"Pittsburgh (PA)","Rice (TX)",42,10,1
0,2017-10-07,"Pittsburgh (PA)","Syracuse (NY)",24,27,0
0,2017-10-14,"Pittsburgh (PA)","North Carolina St.",17,35,1
1,2017-10-21,"Pittsburgh (PA)","Duke (NC)",24,17,0
1,2017-10-28,"Pittsburgh (PA)","Virginia",31,14,1
0,2017-11-09,"Pittsburgh (PA)","North Carolina",31,34,1
0,2017-11-18,"Pittsburgh (PA)","Virginia Tech",14,20,0
1,2017-11-24,"Pittsburgh (PA)","Miami (FL)",24,14,1
1,2017-09-01,"Syracuse (NY)","Central Connecticut St.",50,7,1
0,2017-09-09,"Syracuse (NY)","Middle Tennessee St.",23,30,1
1,2017-09-16,"Syracuse (NY)","Central Michigan",41,17,1
0,2017-09-23,"Syracuse (NY)","Louisiana St.",26,35,0
0,2017-09-30,"Syracuse (NY)","North Carolina St.",25,33,0
1,2017-10-07,"Syracuse (NY)","Pittsburgh (PA)",27,24,1
1,2017-10-13,"Syracuse (NY)","Clemson (SC)",27,24,1
0,2017-10-21,"Syracuse (NY)","Miami (FL)",19,27,0
0,2017-11-04,"Syracuse (NY)","Florida St.",24,27,0
0,2017-11-11,"Syracuse (NY)","Wake Forest (NC)",43,64,1
0,2017-11-18,"Syracuse (NY)","Louisville (KY)",10,56,0
0,2017-11-25,"Syracuse (NY)","Boston College (MA)",14,42,1
1,2017-09-02,"Virginia","William & Mary (VA)",28,10,1
0,2017-09-09,"Virginia","Indiana",17,34,1
1,2017-09-16,"Virginia","Connecticut",38,18,1
1,2017-09-22,"Virginia","Boise St. (ID)",42,23,0
1,2017-10-07,"Virginia","Duke (NC)",28,21,1
1,2017-10-14,"Virginia","North Carolina",20,14,0
0,2017-10-21,"Virginia","Boston College (MA)",10,41,1
0,2017-10-28,"Virginia","Pittsburgh (PA)",14,31,0
1,2017-11-04,"Virginia","Georgia Tech",40,36,1
0,2017-11-11,"Virginia","Louisville (KY)",21,38,0
0,2017-11-18,"Virginia","Miami (FL)",28,44,0
0,2017-11-24,"Virginia","Virginia Tech",0,10,1
0,2017-12-28,"Virginia","Navy (MD)",7,49,0
0,2017-09-04,"Georgia Tech","Tennessee",41,42,1
1,2017-09-09,"Georgia Tech","Jacksonville St. (AL)",37,10,1
1,2017-09-23,"Georgia Tech","Pittsburgh (PA)",35,17,1
1,2017-09-30,"Georgia Tech","North Carolina",33,7,1
0,2017-10-14,"Georgia Tech","Miami (FL)",24,25,0
1,2017-10-21,"Georgia Tech","Wake Forest (NC)",38,24,1
0,2017-10-28,"Georgia Tech","Clemson (SC)",10,24,0
0,2017-11-04,"Georgia Tech","Virginia",36,40,0
1,2017-11-11,"Georgia Tech","Virginia Tech",28,22,1
0,2017-11-18,"Georgia Tech","Duke (NC)",20,43,0
0,2017-11-25,"Georgia Tech","Georgia",7,38,1
1,2017-09-03,"Virginia Tech","West Virginia",31,24,1
1,2017-09-09,"Virginia Tech","Delaware",27,0,1
1,2017-09-16,"Virginia Tech","East Carolina (NC)",64,17,0
1,2017-09-23,"Virginia Tech","Old Dominion (VA)",38,0,1
0,2017-09-30,"Virginia Tech","Clemson (SC)",17,31,1
1,2017-10-07,"Virginia Tech","Boston College (MA)",23,10,0
1,2017-10-21,"Virginia Tech","North Carolina",59,7,1
1,2017-10-28,"Virginia Tech","Duke (NC)",24,3,1
0,2017-11-04,"Virginia Tech","Miami (FL)",10,28,0
0,2017-11-11,"Virginia Tech","Georgia Tech",22,28,0
1,2017-11-18,"Virginia Tech","Pittsburgh (PA)",20,14,1
1,2017-11-24,"Virginia Tech","Virginia",10,0,0
0,2017-12-28,"Virginia Tech","Oklahoma St.",21,30,1
0,2017-09-02,"Baylor (TX)","Liberty (VA)",45,48,1
0,2017-09-09,"Baylor (TX)","Texas-San Antonio",10,17,1
0,2017-09-16,"Baylor (TX)","Duke (NC)",20,34,0
0,2017-09-23,"Baylor (TX)","Oklahoma",41,49,1
0,2017-09-30,"Baylor (TX)","Kansas St.",20,33,0
0,2017-10-14,"Baylor (TX)","Oklahoma St.",16,59,0
0,2017-10-21,"Baylor (TX)","West Virginia",36,38,1
0,2017-10-28,"Baylor (TX)","Texas",7,38,1
1,2017-11-04,"Baylor (TX)","Kansas",38,9,0
0,2017-11-11,"Baylor (TX)","Texas Tech",24,38,1
0,2017-11-18,"Baylor (TX)","Iowa St.",13,23,1
0,2017-11-24,"Baylor (TX)","Texas Christian",22,45,0
1,2017-08-31,"Wake Forest (NC)","Presbyterian (SC)",51,7,1
1,2017-09-09,"Wake Forest (NC)","Boston College (MA)",34,10,0
1,2017-09-16,"Wake Forest (NC)","Utah St.",46,10,1
1,2017-09-23,"Wake Forest (NC)","Appalachian State (NC)",20,19,0
0,2017-09-30,"Wake Forest (NC)","Florida St.",19,26,1
0,2017-10-07,"Wake Forest (NC)","Clemson (SC)",14,28,0
0,2017-10-21,"Wake Forest (NC)","Georgia Tech",24,38,0
1,2017-10-28,"Wake Forest (NC)","Louisville (KY)",42,32,1
0,2017-11-04,"Wake Forest (NC)","Notre Dame (IN)",37,48,0
1,2017-11-11,"Wake Forest (NC)","Syracuse (NY)",64,43,0
1,2017-11-18,"Wake Forest (NC)","North Carolina St.",30,24,1
0,2017-11-25,"Wake Forest (NC)","Duke (NC)",23,31,1
1,2017-12-29,"Wake Forest (NC)","Texas A&M",55,52,1
1,2017-09-02,"Kansas St.","Central Arkansas",55,19,1
1,2017-09-09,"Kansas St.","North Carolina-Charlotte",55,7,1
0,2017-09-16,"Kansas St.","Vanderbilt (TN)",7,14,0
1,2017-09-30,"Kansas St.","Baylor (TX)",33,20,1
0,2017-10-07,"Kansas St.","Texas",34,40,0
0,2017-10-14,"Kansas St.","Texas Christian",6,26,1
0,2017-10-21,"Kansas St.","Oklahoma",35,42,1
1,2017-10-28,"Kansas St.","Kansas",30,20,0
1,2017-11-04,"Kansas St.","Texas Tech",42,35,0
0,2017-11-11,"Kansas St.","West Virginia",23,28,1
1,2017-11-18,"Kansas St.","Oklahoma St.",45,40,0
1,2017-11-25,"Kansas St.","Iowa St.",20,19,1
1,2017-12-26,"Kansas St.","UCLA",35,17,1
1,2017-09-02,"Oklahoma","Texas-El Paso",56,7,1
1,2017-09-09,"Oklahoma","Ohio St.",31,16,0
1,2017-09-16,"Oklahoma","Tulane (LA)",56,14,1
1,2017-09-23,"Oklahoma","Baylor (TX)",49,41,0
0,2017-10-07,"Oklahoma","Iowa St.",31,38,1
1,2017-10-14,"Oklahoma","Texas",29,24,1
1,2017-10-21,"Oklahoma","Kansas St.",42,35,0
1,2017-10-28,"Oklahoma","Texas Tech",49,27,1
1,2017-11-04,"Oklahoma","Oklahoma St.",62,52,0
1,2017-11-11,"Oklahoma","Texas Christian",38,20,1
1,2017-11-18,"Oklahoma","Kansas",41,3,0
1,2017-11-25,"Oklahoma","West Virginia",59,31,1
1,2017-12-02,"Oklahoma","Texas Christian",41,17,1
0,2017-01-01,"Oklahoma","Georgia",48,54,1
1,2017-09-02,"Iowa St.","Northern Iowa",42,24,1
0,2017-09-09,"Iowa St.","Iowa",41,44,1
1,2017-09-16,"Iowa St.","Akron (OH)",41,14,0
0,2017-09-28,"Iowa St.","Texas",7,17,1
1,2017-10-07,"Iowa St.","Oklahoma",38,31,0
1,2017-10-14,"Iowa St.","Kansas",45,0,1
1,2017-10-21,"Iowa St.","Texas Tech",31,13,0
1,2017-10-28,"Iowa St.","Texas Christian",14,7,1
0,2017-11-04,"Iowa St.","West Virginia",16,20,0
0,2017-11-11,"Iowa St.","Oklahoma St.",42,49,1
1,2017-11-18,"Iowa St.","Baylor (TX)",23,13,0
0,2017-11-25,"Iowa St.","Kansas St.",19,20,0
1,2017-12-30,"Iowa St.","Memphis (TN)",21,20,0
1,2017-09-02,"Kansas","Southeast Missouri St.",38,16,1
0,2017-09-09,"Kansas","Central Michigan",27,45,1
0,2017-09-16,"Kansas","Ohio",30,42,0
0,2017-09-23,"Kansas","West Virginia",34,56,1
0,2017-10-07,"Kansas","Texas Tech",19,65,1
0,2017-10-14,"Kansas","Iowa St.",0,45,0
0,2017-10-21,"Kansas","Texas Christian",0,43,0
0,2017-10-28,"Kansas","Kansas St.",20,30,1
0,2017-11-04,"Kansas","Baylor (TX)",9,38,1
0,2017-11-11,"Kansas","Texas",27,42,0
0,2017-11-18,"Kansas","Oklahoma",3,41,1
0,2017-11-25,"Kansas","Oklahoma St.",17,58,0
0,2017-09-02,"Texas","Maryland",41,51,1
1,2017-09-09,"Texas","San Jose St. (CA)",56,0,1
0,2017-09-16,"Texas","Southern California",24,27,0
1,2017-09-28,"Texas","Iowa St.",17,7,0
1,2017-10-07,"Texas","Kansas St.",40,34,1
0,2017-10-14,"Texas","Oklahoma",24,29,1
0,2017-10-21,"Texas","Oklahoma St.",10,13,1
1,2017-10-28,"Texas","Baylor (TX)",38,7,0
0,2017-11-04,"Texas","Texas Christian",7,24,0
1,2017-11-11,"Texas","Kansas",42,27,1
1,2017-11-18,"Texas","West Virginia",28,14,0
0,2017-11-24,"Texas","Texas Tech",23,27,1
1,2017-12-27,"Texas","Missouri",33,16,1
1,2017-08-31,"Oklahoma St.","Tulsa (OK)",59,24,1
1,2017-09-08,"Oklahoma St.","South Alabama",44,7,0
1,2017-09-16,"Oklahoma St.","Pittsburgh (PA)",59,21,0
0,2017-09-23,"Oklahoma St.","Texas Christian",31,44,1
1,2017-09-30,"Oklahoma St.","Texas Tech",41,34,0
1,2017-10-14,"Oklahoma St.","Baylor (TX)",59,16,1
1,2017-10-21,"Oklahoma St.","Texas",13,10,0
1,2017-10-28,"Oklahoma St.","West Virginia",50,39,0
0,2017-11-04,"Oklahoma St.","Oklahoma",52,62,1
1,2017-11-11,"Oklahoma St.","Iowa St.",49,42,0
0,2017-11-18,"Oklahoma St.","Kansas St.",40,45,1
1,2017-11-25,"Oklahoma St.","Kansas",58,17,1
1,2017-12-28,"Oklahoma St.","Virginia Tech",30,21,1
1,2017-09-02,"Texas Tech","Eastern Washington",56,10,1
1,2017-09-16,"Texas Tech","Arizona St.",52,45,1
1,2017-09-23,"Texas Tech","Houston (TX)",27,24,0
0,2017-09-30,"Texas Tech","Oklahoma St.",34,41,1
1,2017-10-07,"Texas Tech","Kansas",65,19,0
0,2017-10-14,"Texas Tech","West Virginia",35,46,0
0,2017-10-21,"Texas Tech","Iowa St.",13,31,1
0,2017-10-28,"Texas Tech","Oklahoma",27,49,0
0,2017-11-04,"Texas Tech","Kansas St.",35,42,1
1,2017-11-11,"Texas Tech","Baylor (TX)",38,24,1
0,2017-11-18,"Texas Tech","Texas Christian",3,27,1
1,2017-11-24,"Texas Tech","Texas",27,23,0
0,2017-12-23,"Texas Tech","South Florida",34,38,1
1,2017-09-02,"Texas Christian","Jackson St. (MS)",63,0,1
1,2017-09-09,"Texas Christian","Arkansas",28,7,0
1,2017-09-16,"Texas Christian","Southern Methodist (TX)",56,36,1
1,2017-09-23,"Texas Christian","Oklahoma St.",44,31,0
1,2017-10-07,"Texas Christian","West Virginia",31,24,1
1,2017-10-14,"Texas Christian","Kansas St.",26,6,0
1,2017-10-21,"Texas Christian","Kansas",43,0,1
0,2017-10-28,"Texas Christian","Iowa St.",7,14,0
1,2017-11-04,"Texas Christian","Texas",24,7,1
0,2017-11-11,"Texas Christian","Oklahoma",20,38,0
1,2017-11-18,"Texas Christian","Texas Tech",27,3,0
1,2017-11-24,"Texas Christian","Baylor (TX)",45,22,1
0,2017-12-02,"Texas Christian","Oklahoma",17,41,1
1,2017-12-28,"Texas Christian","Stanford (CA)",39,37,1
0,2017-09-03,"West Virginia","Virginia Tech",24,31,1
1,2017-09-09,"West Virginia","East Carolina (NC)",56,20,1
1,2017-09-16,"West Virginia","Delaware St.",59,16,1
1,2017-09-23,"West Virginia","Kansas",56,34,0
0,2017-10-07,"West Virginia","Texas Christian",24,31,0
